a pruning shears icon, simple flat 2D vector design, solid grey color, two short handles with curved blade, minimalist app icon, plain cream beige background, centered, 1:1 square	acc_secateur.png
a watering can icon, simple flat 2D vector design, solid green color, round body with long spout and shower head, minimalist app icon, plain cream beige background, centered, 1:1 square	acc_arrosoir.png
a bag of potting soil icon, simple flat 2D vector design, solid brown color, open bag with dark soil visible on top, minimalist app icon, plain cream beige background, centered, 1:1 square	acc_terreau.png
a bottle of organic fertilizer icon, simple flat 2D vector design, solid green color, bottle shape with leaf label, minimalist app icon, plain cream beige background, centered, 1:1 square	acc_engrais.png
a raised garden bed icon, simple flat 2D vector design, solid brown color, rectangular wooden planter box with soil inside, minimalist app icon, plain cream beige background, centered, 1:1 square	acc_bac.png
a garden stake icon, simple flat 2D vector design, solid green color, tall thin bamboo stick with pointed end, minimalist app icon, plain cream beige background, centered, 1:1 square	acc_tuteur.png
a seed packet assortment icon, simple flat 2D vector design, solid orange color, three small seed packets fanned out, minimalist app icon, plain cream beige background, centered, 1:1 square	acc_graines.png
a pair of gardening gloves icon, simple flat 2D vector design, solid green color, two gloves side by side with ribbed cuffs, minimalist app icon, plain cream beige background, centered, 1:1 square	acc_gants.png
a mini tunnel greenhouse icon, simple flat 2D vector design, solid green color, semi-circular tunnel shape with transparent panels, minimalist app icon, plain cream beige background, centered, 1:1 square	acc_serre_tunnel.png
a cold frame icon, simple flat 2D vector design, solid brown color, low wooden box with angled glass lid, minimalist app icon, plain cream beige background, centered, 1:1 square	acc_chassis.png
a square foot garden box icon, simple flat 2D vector design, solid brown color, square wooden frame divided into a grid, minimalist app icon, plain cream beige background, centered, 1:1 square	acc_carre_potager.png
a raised planting table icon, simple flat 2D vector design, solid brown color, rectangular planter on four legs, minimalist app icon, plain cream beige background, centered, 1:1 square	acc_table_culture.png
a garden cloche icon, simple flat 2D vector design, solid light blue color, transparent dome bell shape with small knob on top, minimalist app icon, plain cream beige background, centered, 1:1 square	acc_cloche.png
a drip irrigation kit icon, simple flat 2D vector design, solid blue color, coiled tube with small water droplets, minimalist app icon, plain cream beige background, centered, 1:1 square	acc_goutte_a_goutte.png
a water timer icon, simple flat 2D vector design, solid blue color, round dial device attached to a faucet, minimalist app icon, plain cream beige background, centered, 1:1 square	acc_programmateur.png
a rain barrel icon, simple flat 2D vector design, solid blue color, tall cylindrical barrel with a tap at the bottom, minimalist app icon, plain cream beige background, centered, 1:1 square	acc_recuperateur.png
an olla clay pot icon, simple flat 2D vector design, solid terracotta color, round porous jug with narrow neck, minimalist app icon, plain cream beige background, centered, 1:1 square	acc_oyas.png
a soaker hose icon, simple flat 2D vector design, solid dark grey color, coiled flat hose with small water drops, minimalist app icon, plain cream beige background, centered, 1:1 square	acc_tuyau_microporeux.png
an insect netting icon, simple flat 2D vector design, solid white color, draped fine mesh fabric with grid pattern, minimalist app icon, plain cream beige background, centered, 1:1 square	acc_filet_insectes.png
a frost protection fleece icon, simple flat 2D vector design, solid white color, draped fabric cover over a rounded plant shape, minimalist app icon, plain cream beige background, centered, 1:1 square	acc_voile_hivernage.png
